Brand,Item Name,Item Code,Package Size,MCC,Category
MEHERABAN,MEDJOOL DATES,9DMRM01,6X4.4 LB,10723246289486,MEHERABAN DATES
MEHERABAN,MEDJOOL DATES,9DMRMO,11 LB,N/A,MEHERABAN DATES
MEHERABAN,DRIED DATES,MHNDD,20X200 GM,20723246292612,MEHERABAN DATES
MEHERABAN,GRASS FED GHEE,MHOGF,12X28 OZ,20723246291417,MEHERABAN GHEE
MEHRABAN,MANGO (TETRA PACK),MHMG4,6X6X200 ML,30723246287479,MEHERABAN JUICE RANGE
MEHRABAN,MANGO (PET),MHMG3,4X6X250 ML,30723246287479,MEHERABAN JUICE RANGE
MEHRABAN,MANGO (PET),MHMG1,12X1 LT,20723246286468,MEHERABAN JUICE RANGE
MEHRABAN,MANGO (PET),MHMG01,4X3 LT,10723246287482,MEHERABAN JUICE RANGE
MEHRABAN,GUAVA (PET),MHGA1,4X3 LT,10723246290000,MEHERABAN JUICE RANGE
MEHRABAN,LYCHEE (PET),MHLY1,4X3 LT,10723246290017,MEHERABAN JUICE RANGE
MEHERABAN,FRIED ONIONS,MHSE01,15X400 GM,10723246291069,MEHERABAN ONIONS
MEHERABAN,MANGO PULP,MHPMK,6X850 GM,1072324693773,MEHERABAN MANGO PULP
SHER-E-PUNJAB,MISSI/BESAN ROTI,SEBR1,10X15X50 GM,1072346289523,SHER-E-PUNJAB
SHER-E-PUNJAB,GUJRATI ROTI,SEGR1,10X15X50 GM,1072346289509,SHER-E-PUNJAB
SHER-E-PUNJAB,METHI ROTI,SEMR1,10X15X50 GM,1072346289516,SHER-E-PUNJAB
SHER-E-PUNJAB,TANDOORI NAAN,SENG21,18X5X100 GM,20723246289537,SHER-E-PUNJAB
SHER-E-PUNJAB,TANDOORI NAAN,SENT21,18X5X100 GM,20723246289544,SHER-E-PUNJAB
SHER-E-PUNJAB,TANDOORI NAAN,SENTW21,18X5X100 GM,20723246289551,SHER-E-PUNJAB
SHER-E-PUNJAB,CLASSIC ROTI,SERP2,10X15X50 GM,1072346285945,SHER-E-PUNJAB
SHER-E-PUNJAB,CLASSIC ROTI,SERW2,10X15X50 GM,1072346285952,SHER-E-PUNJAB
